Provincia,Partido,Localidad,Link Indec,Otros,"0,256 Mbps","0,375 Mbps","0,5 Mbps","0,512 Mbps","0,625 Mbps","0,75 Mbps",1 Mbps,"1,25 Mbps","1,5 Mbps",2 Mbps,"2,2 Mbps","2,5 Mbps",3 Mbps,"3,3 Mbps","3,5 Mbps",4 Mbps,"4,5 Mbps",5 Mbps,6 Mbps,"6,4 Mbps",7 Mbps,"7,5 Mbps",8 Mbps,9 Mbps,10 Mbps,"10,2 Mbps",11 Mbps,12 Mbps,"12,3 Mbps",13 Mbps,14 Mbps,15 Mbps,16 Mbps,17 Mbps,18 Mbps,20 Mbps,"20,5 Mbps",21 Mbps,22 Mbps,23 Mbps,24 Mbps,25 Mbps,"25,1 Mbps","25,5 Mbps",26 Mbps,27 Mbps,30 Mbps,31 Mbps,32 Mbps,34 Mbps,35 Mbps,36 Mbps,38 Mbps,39 Mbps,40 Mbps,41 Mbps,45 Mbps,46 Mbps,48 Mbps,49 Mbps,50 Mbps,"50,1 Mbps","50,25 Mbps",51 Mbps,55 Mbps,58 Mbps,59 Mbps,60 Mbps,61 Mbps,62 Mbps,64 Mbps,65 Mbps,66 Mbps,70 Mbps,75 Mbps,78 Mbps,80 Mbps,83 Mbps
SANTA FE,Castellanos,Villa San José,82021410,,,,,,,,,,,,,,,,,,,31,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SANTA FE,Castellanos,Virginia,82021420,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SANTA FE,Castellanos,Zenón Pereyra,82021430,,,,,,,,,,,,,,,,,,,,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SANTA FE,Constitución,Alcorta,82028010,,,,,,,,2,,,,,,,,,,,,2.070,,,,,,247,,,,,,,6,,,,148,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SANTA FE,Constitución,Bombal,82028040,,,,,,,,,,,,,,,,,,,,,,,,,687,,,,,,,,,,,,273,,,,,,,,,,,,,,,,,,,43,,,,,,,,,,,,,,,,,,,,,,,
SANTA FE,Constitución,Cepeda,82028060,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
SANTA FE,Constitución,Empalme Villa Constitución,82028070,,,,,,,,4,,,,,,11,,,,,,76,,,,,,437,,,,,,,78,,,,13,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SANTA FE,Constitución,General Gelly,82028090,,,,,,,,,,,,,,,,,,,190,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SANTA FE,Constitución,Godoy,82028100,,,,,,,,,,,10,,,,,,,,2,,,,,,,140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SANTA FE,Constitución,Juan B. Molina,82028110,,,,,,,,,,,,,,350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SANTA FE,Constitución,Juncal,82028120,,,,,,,,,,,,,,,,,,,,12,,,,,,271,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SANTA FE,Constitución,La Vanguardia,82028130,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,99,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,,,,,,,,,,,,,,
SANTA FE,Constitución,Máximo Paz (Est. Paz),82028140,,,,,,,,,,,,,,,,,,,,,,,,,,1.097,,,,,,,,,,,158,,,,,,,,,,,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SANTA FE,Constitución,Pavón,82028150,,,,,,,,,,,,,,1,,,,,,15,,,,,,67,,,,,,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SANTA FE,Constitución,Pavón Arriba,82028160,,,,,,,,,,,,,,,,,,,73,,,,,,,391,,,,,,,,,,,80,,,,,,,,,,,,,,,,,,,,,,,,,26,,,,,,,,,,,,,,,,,
SANTA FE,Constitución,Peyrano,82028170,,,,,,,,,,,,,,,,,,,,,,,,,,743,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SANTA FE,Constitución,Rueda,82028180,,,,,,,,,,,50,,,,,,,,,,,,,,,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SANTA FE,Constitución,Santa Teresa,82028190,,,,,,,,1,,,,,,2,,,,,56,30,,,,,,586,,,,,,,26,,,,149,,,,,,,,,,,1,,,,,,,,,,,,,,39,,,,,,,,,,,,,,,,,
SANTA FE,Constitución,Sargento Cabral,82028200,,,,,,,,,,,,,,,,,,,,,,,,,,402,,,,,,,,,,,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SANTA FE,Constitución,Villa Constitución,82028230,1.292,,,,,,,91,,,,,,324,,,,,,1.233,,,,,,2.308,,,,,,,285,,,,42,,,,,,,,,,,4,,,,,,,,,,,,,,244,,,,,,,,,,,,,,,,,
SANTA FE,Garay,Cayastá,82035010,,,,,,,,36,,,76,,,240,,,,,68,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SANTA FE,Garay,Helvecia,82035020,,,,,,,,,,,400,,,205,,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SANTA FE,Garay,Los Zapallos,82035030,,,,,,,,14,,,17,,,8,,,,,92,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SANTA FE,Garay,Saladero Mariano Cabal,82035040,2,,,,,,,,,,,,,,,,,,,,,,,,,86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SANTA FE,Garay,Santa Rosa de Calchines,82035050,,,,,,,,184,,,162,,,238,,,,,251,8,,,,109,,59,,,,,,,6,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SANTA FE,General López,Aarón Castellanos (Est. Castellanos),82042010,,,,,8,,,7,,,14,,,1,,,,,1,3,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SANTA FE,General López,Amenábar,82042020,,,,,,,,,,,,,,84,,,,,,18,,,,,,114,,,,,,,18,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SANTA FE,General López,Cafferata,82042030,1,,,,,,,,,,,,,,,,,,,,,246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SANTA FE,General López,Cañada del Ucle,82042040,,,,,,,,,,,,,,200,,,,,,222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SANTA FE,General López,Carmen,82042050,40,,,,,,,,,,,,,82,,,,,17,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SANTA FE,General López,Carreras,82042060,,,,,,,,,,,,,,,,,,,,259,,,,,,7,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SANTA FE,General López,Chapuy,82042070,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SANTA FE,General López,Chovet,82042080,2,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SANTA FE,General López,Christophersen,82042090,,3,,,7,,,35,,,33,,,2,,,,,10,,,,,,,1,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SANTA FE,General López,Diego de Alvear,82042100,,6,,206,9,,,13,,,20,,,,,55,,,2,,,,,,,60,,,,,,,,,,,4,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SANTA FE,General López,Elortondo,82042110,,,,,,,,7,,,,,,9,,,1.183,,,169,,,,,,409,,,,,,,55,,,,6,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SANTA FE,General López,Firmat,82042120,2,,,,,,,701,,,,,,65,,1,,,,719,,,,,,1.324,,,,,,,60,,,,10,,,,,,33,,,,,3,,,,,,,,,,,,,,700,,,,,,,,,,,,,,,,,
SANTA FE,General López,Hughes,82042130,,,,,,,,,,,,,,,,,,,,,,,,,,1.302,,,,,,,,,,,67,,,,,,,,,,,,,,,,,,,,,,,,,21,,,,,,,,,,,,,,,,,
SANTA FE,General López,La Chispa,82042140,,,,,,,,,,,,,,64,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SANTA FE,General López,Labordeboy,82042150,,,,,,,,,,,,,,,,,,,215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SANTA FE,General López,Maggiolo,82042170,,,,,,,,,,,,,,,,,,,129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SANTA FE,General López,María Teresa,82042180,,1,,,9,,,12,,,5,,,1.048,,,,,1,6,,,,,,11,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SANTA FE,General López,Melincué (Est. San Urbano),82042190,,,,,,,,,,,,,,124,,,,,74,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SANTA FE,General López,Miguel Torres,82042200,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SANTA FE,General López,Murphy,82042210,,,,,,,,,,,,,,550,,,,,154,,,,,,,12,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SANTA FE,General López,Rufino,82042220,,,,,,,,30,,,7,,,114,,,8,,,468,,,,,,589,,,,,,,3.391,,,,21,,,,,,2.204,,,,,3,,,,,,,,,,,,,,138,,,,,,,,,,,,,,51,,,
SANTA FE,General López,San Eduardo,82042230,,,,,,,,,,,,,,,,,,,243,,,,,,,,,,,,,,,,,,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SANTA FE,General López,San Francisco de Santa Fe,82042240,,,,1,,,,,,,,,,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SANTA FE,General López,San Gregorio,82042250,96,20,,,61,,,39,,,32,,,,,,,,80,,,,,,,816,,,,,,,,,,,,,,,,,,,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SANTA FE,General López,Sancti Spiritu,82042260,,,,1,,,,,,,,,,,,,,,,,,868,,,,31,,,,,,,,,,,158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SANTA FE,General López,Santa Isabel,82042270,,,,1,,,,3,,,,,,1,,,,,,30,,,,,,141,,,,,,,20,,,,3,,,,,,,,,,,,,,,,,,,845,,,,,,,,,,,,,129,,,,,,,,,,
SANTA FE,General López,Teodelina,82042280,,,,,,,,164,,,,,,935,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SANTA FE,General López,Venado Tuerto,82042290,636,,,,,,,140,,,3,,,268,,,,,16,554,,,,61,,4.203,,,,,,,163,,,,1.805,,,,,,,,,,,810,,,,,,,,,,,,,,1.238,,,,,,,,,,,,,,,,,
SANTA FE,General López,Villa Cañás,82042300,,,,,,,,6,,,1.199,,,86,,,,,78,319,,,,,,802,,,,,,,165,,,,125,,,,,,,,,,,30,,,,,,,,,,,,,,58,,,,,,,,,,,,,,,,,
SANTA FE,General López,Wheelwright,82042310,,,,1,,,,14,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,1.293,,,,,,,,,,,69,,,,,,,,,,,,,,50,,,,,,,,,,,,,,,,,
SANTA FE,General Obligado,Arroyo Ceibal,82049010,,,,,,,,15,,,,,,69,,,,,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SANTA FE,General Obligado,Avellaneda (Est. Ewald),82049020,750,,,,,,,161,,,,,,606,,,,,298,,,23,,,,23,,,,,,,,,,,34,,,,,,,,,,,890,,,,,,,,,,,,,,692,,,,,,,,,,,,,,,,952,
SANTA FE,General Obligado,Berna,82049030,10,,,,,,,,,,,,,,,,,,,,,,,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SANTA FE,General Obligado,El Araza,82049040,,,,,,,,,,,,,,,,,,,,,,,,126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SANTA FE,General Obligado,El Rabón,82049050,,,,1,,,,,,,,,,,,,,,72,64,,,,,1,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SANTA FE,General Obligado,Florencia,82049060,,,,1,,,,1,,,,,,8,,,,,,157,,,,,4,376,,,,,,,39,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SANTA FE,General Obligado,Guadalupe Norte,82049070,,,,,,,,2,,,,,,1,,,,,,9,,,,,,60,,,,,,,12,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SANTA FE,General Obligado,Ingeniero Chanourdie,82049080,,,,1,,,,,,,,,,,,,,,,,,,,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SANTA FE,General Obligado,La Isleta,82049090,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SANTA FE,General Obligado,La Sarita,82049100,,,,,,,,,,,,,,,,,,,,,,,,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SANTA FE,General Obligado,Lanteri,82049110,,,,,,,,77,,,,,,161,,,,,31,,,,,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SANTA FE,General Obligado,Las Garzas,82049120,,,,,,,,1,,,,,,1,,,,,,10,,,,,,65,,,,,,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SANTA FE,General Obligado,Las Toscas,82049130,,,,,1,,,,,,,,,,,,,,651,1.298,,,,,32,259,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SANTA FE,General Obligado,Los Laureles,82049140,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SANTA FE,General Obligado,Malabrigo,82049150,160,,,,,,,112,,,,,,95,,,,,193,20,,101,,,,143,,,,,,,24,,,,104,,,,,,,,,,,183,,,,,,,,,,,,,,193,,,,,,,,,,,,,,,,,
SANTA FE,General Obligado,Paraje San Manuel,82049160,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SANTA FE,General Obligado,Reconquista,82049180,801,,,1,,,,365,,,,,,1.269,,,,,785,789,,73,,,1,539,,,133,,,,1.538,,,,3.097,,,,,,931,,,,,8.084,,,,,,,,,,81,,,,2.517,,,,,,,,,,,,,,,,653,
SANTA FE,General Obligado,San Antonio de Obligado,82049190,,,,6,,,,,,,,,,,,,,,121,132,,,,,3,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SANTA FE,General Obligado,Tacuarendí (Emb. Kilómetro 421),82049200,,,,,,,,,,,,,,,,,,,95,115,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SANTA FE,General Obligado,Villa Ana,82049210,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SANTA FE,General Obligado,Villa Guillermina,82049220,,,,1,,,,,,,,,,,,,,,214,187,,,,,1,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SANTA FE,General Obligado,Villa Ocampo,82049230,,,,1,,,,,,,,,,,,,,,1.397,,,,,,,2.255,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SANTA FE,Iriondo,Barrio Cicarelli,82056010,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SANTA FE,Iriondo,Bustinza,82056020,,,,,,,,,,,,,,,,,,,,,,,,,,287,,,,,,,90,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SANTA FE,Iriondo,Cañada de Gómez,82056030,6,,,,,,,23,,,1,,,116,,1,,,,464,,413,,25,,490,,,228,,,,72,,,,9,,,,,39,,,,,,9,,,,,18,,,,,,,,,716,,,,,,,,,,,,,,,,,
SANTA FE,Iriondo,Carrizales (Est. Clarke),82056040,1,,,,,,,1,,,,,,,,,,,388,,,,,75,,,,,23,,,,1,,,,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SANTA FE,Iriondo,Classon,82056050,,,,,,,,,,,,,,,,,,,,,,,,21,,,,,,,,,95,,,,10,,,,,,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SANTA FE,Iriondo,Colonia Médici,82056060,,,,,,,,,,,,,,,,,,,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SANTA FE,Iriondo,Correa,82056070,,,,,,,,3,,,,,,1,,,,,,16,,,,,,70,,,1.399,,,,17,,,,236,,,,,,,,,,,,,,,,,,,,,,,,,24,,,,,,,,,,,,,,,,,
SANTA FE,Iriondo,Larguía,82056080,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SANTA FE,Iriondo,Lucio V. López,82056090,,,,,,,,,,,,,,,,,,,,,,,,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SANTA FE,Iriondo,Oliveros,82056100,1.251,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SANTA FE,Iriondo,Pueblo Andino,82056110,,,,,,,,,,,,,,,,,,,,,,,,,,15,,,,,,,,,,,399,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SANTA FE,Iriondo,Salto Grande,82056120,,,,,,,,,,,42,,,,,,,,269,,,,,145,,97,,,,,,,,,,,23,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SANTA FE,Iriondo,Serodino,82056130,,,,,,,,2,,,,,,3,,,,,1,42,,,,124,,143,,,,,,,23,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SANTA FE,Iriondo,Totoras,82056140,,,,,,,,9,,,,,,4,,,,,1,59,,,,,,385,,,,,,,662,,,,20,,,,,,,,,,,247,,,,,,,,,,,,,,158,,,,,,,,,,,,,,,,,
SANTA FE,Iriondo,Villa Eloísa,82056150,,,,,,,,,,,,,,,,,62,,19,450,,,,,,113,,,,,,,,,,,,,,,,,455,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,
SANTA FE,Iriondo,Villa La Rivera (Oliveros),82056160,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SANTA FE,Iriondo,Villa La Rivera (Pueblo Andino),82056170,2,,,,,,,,,,,,,2,,,,,,18,,,,,,63,,,,,,,9,,,,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SANTA FE,La Capital,Angel Gallardo,82063010,,,,,,,,,,,,,,,,,,,,,,,,,,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SANTA FE,La Capital,Arroyo Aguiar,82063020,2,,,,,,,1,,,,,,,,,,,,12,,,,,,109,,,,,,,12,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SANTA FE,La Capital,Arroyo Leyes,82063030,,,,,,,,209,,,355,,,310,,,,,232,,,,,115,,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SANTA FE,La Capital,Cabal,82063040,,,,,,,,,,,,,,,,,,,,,,1,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SANTA FE,La Capital,Candioti,82063060,,,,,,,,,,,,,,,,,,,,,,,,1,,205,,,,,,,30,,,,11,,,,,,,,,,,4,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
SANTA FE,La Capital,Emilia,82063070,,,,,,,,2,,,,,,1,,,,,,11,,,,,,224,,,,,,,16,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SANTA FE,La Capital,Laguna Paiva,82063080,,,,,,,,1,,,,,,81,,,,,,267,,2,,,,1.331,,,,,,,59,,,,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SANTA FE,La Capital,Llambi Campbell,82063090,73,,,,,,,1,,,,,,4,,,,,,25,,2,,,,310,,,,,,,29,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SANTA FE,La Capital,Monte Vera,82063100,,,,3,,,,3,,,,,,13,,,,,,65,,,,,,150,,,,,,,14,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SANTA FE,La Capital,Nelson,82063110,3,,,,,,,2,,,,,,4,,,,,,43,,1,,,,340,,,,,,,54,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SANTA FE,La Capital,Recreo,82063140,,,,,,,,8,,,,,,83,,,,,,297,,,,,,825,,,,,,,89,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SANTA FE,La Capital,San José del Rincón,82063160,1,,,1,,,,169,,,598,,,527,,,,,738,389,,,,442,,1.023,,,,,,,98,,,,231,,,,,,,,,,,71,,,,,,,,,,,,,,53,,,,,,,,,,,,,,,,,
SANTA FE,La Capital,Santa Fe,82063170,28,2,,9,2,,1,994,,,324,,,2.424,,23,110,,581,4.137,,,,357,,8.285,,,2,,,,599,,,,3.361,,,,,,4,,,,,314,,,,,,,,3,,,,,,41.531,,,,,,,1,,,,,,,,,,
SANTA FE,La Capital,Santo Tomé,82063180,133,,,,,,,13,,,,,,17,,,,,246,2,,,,,,4,,,,,,,3,,,,90,,,,,,,,,,,,,,,,,,,,,,,,,18,,,,,,,,,,,,,,,,,
SANTA FE,La Capital,Sauce Viejo,82063190,58,,,,,,,21,,,,,,111,,,,,19,226,,,,,,441,,,,,,,67,,,,95,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,170,,,,,,,,,,
SANTA FE,Las Colonias,Cavour,82070010,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SANTA FE,Las Colonias,Cululú,82070020,,,,,,,,,,,,,,,,,,,,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SANTA FE,Las Colonias,Elisa,82070030,,,,,,,,,,,,,,,,,,,,,,45,,,,120,,,,,,,50,,,,12,,,,,,,,,,,6,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,
SANTA FE,Las Colonias,Empalme San Carlos,82070040,,,,,,,,,,,,,,,,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SANTA FE,Las Colonias,Esperanza,82070050,2,,,3,,,,79,,,1,,,164,,,,,414,538,,2,,,,560,,,,,,,354,,,,12,,,,,,1,,,,,2,,,,,,,,,,,,,,483,,,,,,,,,,,,,,,,,
SANTA FE,Las Colonias,Felicia,82070060,,,,,,,,,,,,,,,,,,,26,378,,,,,,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SANTA FE,Las Colonias,Franck,82070070,1,,,,,,,2,,,,,,,,,,,15,109,,,,,,117,,,,,,,16,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SANTA FE,Las Colonias,Grutly,82070080,,,,,,,,,,,,,,,,,,,21,,,,,,,,,,,,,,93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SANTA FE,Las Colonias,Hipatia,82070090,,,,,,,,,,,,,,,,,,,,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SANTA FE,Las Colonias,Humboldt,82070100,,,,,,,,3,,,,,,9,,,,,137,67,,,,,,201,,,,,,,44,,,,25,,,,,,1,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,
SANTA FE,Las Colonias,La Pelada,82070120,1,,,,,,,,,,,,,,,,,,,95,,,,,,66,,,,,,,9,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SANTA FE,Las Colonias,Las Tunas,82070130,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SANTA FE,Las Colonias,María Luisa,82070140,,,,,,,,,,,,,,,,,,,,113,,16,,14,,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SANTA FE,Las Colonias,Matilde,82070150,,,,,,,,1,,,14,,,13,,,,,43,6,,,,,,57,,,,,,,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
